names	scores	logfoldchanges	pvals	pvals_adj
PAFAH1B3	31.205914	3.9103913	8.857434630577738e-214	8.370097865762818e-212
DCAF4L1	31.199387	6.892121	1.0860190385498625e-213	1.0221611190831305e-211
PSMD6	31.144424	2.593803	6.035009964802185e-213	5.657521293697029e-211
MT-ND2	31.100958	0.96168405	2.3377791554106447e-212	2.1828549018576377e-210
LY6K	31.065075	5.5471454	7.139771020384768e-212	6.614126461009984e-210
ANP32B	30.945808	2.2468936	2.8929395575113826e-210	2.659018272978236e-208
DDX46	30.932308	2.256583	4.394773982017629e-210	4.0236977352869575e-208
MEAF6	30.880894	2.2952375	2.1565329632395385e-209	1.9667914970940444e-207
DCUN1D5	30.869772	3.158289	3.041224688567321e-209	2.762935016293014e-207
HN1	30.836082	2.753882	8.608845903992742e-209	7.791005543113432e-207
MAGEB2	30.78777	6.452585	3.8204106695328898e-208	3.4442246380884636e-206
GTSF1	30.776747	4.2310786	5.365620194091269e-208	4.800495937907512e-206
UBE2T	30.721622	5.6423254	2.9278244485359514e-207	2.6095344421988993e-205
BCCIP	30.712992	3.1706307	3.8177681920751936e-207	3.3898900211143138e-205
PDCD7	30.701073	2.4650404	5.5072049473471186e-207	4.87159896282247e-205
CRNDE	30.686102	3.8940551	8.723727297862487e-207	7.65930236263822e-205
CCT6A	30.682825	2.3575823	9.64715765064652e-207	8.438573216346194e-205
ZMYND19	30.671865	4.4658213	1.350756326541275e-206	1.1771591245746742e-204
ARPP19	30.64317	2.4094431	3.258740601219252e-206	2.829452632719151e-204
SLBP	30.637552	2.8469272	3.871468250312e-206	3.349104703302991e-204
YWHAE	30.584284	1.6148974	1.9806014336093644e-205	1.6946746084664853e-203
PAGE1	30.580336	6.5770173	2.2350717896066236e-205	1.9054796815015888e-203
EGFL7	30.530392	2.937667	1.0298011283790754e-204	8.747733050815756e-203
UBE2N	30.508173	2.1656556	2.0303534316308054e-204	1.7123374998664103e-202
RHOXF1	30.452675	6.7476234	1.1041312818540467e-203	9.245626000720897e-202
MORF4L1	30.428587	1.2045685	2.3004119931554075e-203	1.919457241097402e-201
COX7A2L	30.396627	1.6091108	6.086614039575494e-203	5.060707715590508e-201
EIF5B	30.37736	2.3981323	1.0937608834832515e-202	9.062039995901728e-201
PSIP1	30.360584	2.484831	1.821501047074334e-202	1.5038568293915467e-200
SLC25A33	30.314463	3.979865	7.3916092964684945e-202	6.06008943365518e-200
ESX1	30.301062	6.2759356	1.1100068580314834e-201	9.068910197736391e-200
UBN1	30.288818	3.2405872	1.6090947450986866e-201	1.3101037838121833e-199
MTX2	30.288359	2.824654	1.631736397905719e-201	1.3239571531972955e-199
HMGB1	30.232113	1.2245978	8.96662689485534e-201	7.225504480683088e-199
DDX24	30.202383	1.785569	2.2039503122452274e-200	1.7579305371908545e-198
CSE1L	30.201996	3.5101	2.229829464098607e-200	1.772563759805413e-198
CYCS	30.179554	1.9820803	4.394060353007866e-200	3.481220205598488e-198
ATP5A1	30.15437	1.611638	9.40083078310226e-200	7.422870749207926e-198
ILF2	30.148478	2.1914766	1.1230332158357362e-199	8.808323856204958e-198
UAP1	30.129398	2.7972007	1.9971826042914037e-199	1.5612527135872667e-197
NCL	30.117342	1.8481458	2.8728681879779476e-199	2.2383638563947384e-197
STIP1	29.950535	3.134473	4.329914833459353e-197	3.340422820698314e-195
NUDC	29.891388	1.7774447	2.546429289229998e-196	1.945372765440969e-194
TAF12	29.846624	2.7889106	9.710401957628317e-196	7.394361102362275e-194
KDM1A	29.845951	3.3840437	9.90751458364667e-196	7.520123166232455e-194
TCEB1	29.805885	1.9729321	3.2775108980609948e-195	2.479737345060296e-193
UBE2E3	29.782183	2.357664	6.6461613683925504e-195	5.012313365329381e-193
SET	29.768433	1.8184695	1.001328644829719e-194	7.52756006800105e-193
SPCS1	29.697403	1.4980476	8.294795013689655e-194	6.156988223095192e-192
SPINK2	29.660686	4.253405	2.469445007926563e-193	1.827233994858869e-191
BZW1	29.645132	2.086314	3.918848831748905e-193	2.890611693136418e-191
DCAF4L2	29.642752	6.5874147	4.2055154361547363e-193	3.082734523760777e-191
HSPA4	29.639938	3.6057737	4.571884365239529e-193	3.3408832023008114e-191
YRDC	29.550312	3.9065435	6.5065678222391204e-192	4.739923865550666e-190
CCT4	29.533276	1.9910654	1.0769569868018005e-191	7.797168584445036e-190
MAP1LC3B	29.51133	1.9889113	2.0601057690763792e-191	1.4823941512650521e-189
DAZL	29.47262	6.326604	6.46035830808291e-191	4.634519237475332e-189
U2AF1	29.467962	1.4248168	7.412128418068134e-191	5.301136221189763e-189
MED4	29.428095	2.174202	2.401058094681915e-190	1.7120271808444078e-188
HSP90AB1	29.29215	1.1368068	1.3056326745818791e-188	9.225686736610094e-187
POLRMT	29.086273	4.220338	5.354592289999718e-186	3.7498082316575407e-184
UTP18	29.080544	3.2291398	6.326680331566618e-186	4.4174121128119443e-184
MLF1	29.034063	2.3310282	2.4458811107908605e-185	1.702709542512099e-183
MRPS6	29.028246	2.3482566	2.8963795917280488e-185	2.0103779290076987e-183
NAP1L4	28.993011	2.6534662	8.059487498497487e-185	5.577639436460172e-183
COX8C	28.952883	4.882868	2.581344453186072e-184	1.781203371949216e-182
SYCP3	28.947962	5.9161105	2.9769683531971814e-184	2.048189045342973e-182
GOLGA4	28.901768	2.4389584	1.1343853066394288e-183	7.759327402681907e-182
CCDC23	28.869087	2.4653864	2.9189788985347863e-183	1.9908282168847398e-181
PABPC4	28.833267	2.6200092	8.214654622017974e-183	5.586439978499506e-181
ANKRD32	28.754166	4.2827787	8.033868911176053e-182	5.401055299427787e-180
PODXL2	28.715271	4.0269027	2.4598606495092097e-181	1.644332985311128e-179
PITHD1	28.693039	2.1984034	4.6600288302471566e-181	3.1062458463375524e-179
PRSS50	28.670408	6.303062	8.925260644165137e-181	5.932524942293945e-179
VRK1	28.66849	4.2496114	9.430426189640655e-181	6.250645865978722e-179
DNAJC15	28.584309	2.7500257	1.052877938830995e-179	6.920172597959026e-178
LSM6	28.564716	2.383696	1.844161838371029e-179	1.2087222299963874e-177
TRMT6	28.550842	3.9685326	2.742137944072782e-179	1.7922918284453489e-177
GKAP1	28.539696	3.6176548	3.770932206028721e-179	2.4578957010486375e-177
DTD1	28.536419	2.8286588	4.1409124935599135e-179	2.6915931208139434e-177
VCX3A	28.53059	6.3267026	4.891196948731493e-179	3.170519675031736e-177
FBXW7	28.512444	3.3261595	8.212361652296897e-179	5.308705210949065e-177
ATP2B1	28.403814	3.0405447	1.8143013870092349e-177	1.1600682509871548e-175
CCNB1	28.403229	5.0814366	1.844757323652854e-177	1.176345252724977e-175
ATG3	28.38731	2.4012475	2.9004914639779436e-177	1.844555787767595e-175
CMAS	28.379812	2.8942754	3.5893002303387066e-177	2.2703288822545637e-175
KHDRBS3	28.344753	3.4069905	9.714090872921266e-177	6.127950623051941e-175
DNAJC2	28.337542	2.8869653	1.1919887938711478e-176	7.499330566788264e-175
DZIP3	28.306791	3.6267095	2.8509055082422108e-176	1.784090601301575e-174
ATP6V0B	28.219097	2.0771432	3.409751386204695e-175	2.122525135380859e-173
DUSP22	28.194286	3.6228461	6.871087115620024e-175	4.2658754572701626e-173
TUBA3D	28.172478	5.3864446	1.271428556446864e-174	7.872819456103871e-173
RBM25	28.169775	1.9450893	1.3721440741074845e-174	8.474160121718926e-173
MT-ATP6	28.162464	0.85744745	1.6863301197648694e-174	1.0387263800541199e-172
SNRPG	28.091772	1.9919231	1.234758725543767e-173	7.585867574946433e-172
C14orf166	28.089293	1.466925	1.3239053831053814e-173	8.112368141788966e-172
SYCE1	28.087637	5.800779	1.387041335195238e-173	8.477164316141285e-172
LSM3	28.078407	1.7106992	1.7980066655489166e-173	1.096038778247824e-171
SPATS2	28.050074	2.9510722	3.986346575312576e-173	2.4174931679666217e-171
SAFB	28.0013	2.8834188	1.5666193483205405e-172	9.476234772746098e-171
WDR45B	27.983738	2.4354763	2.5628731599960886e-172	1.5462668065309735e-170
DNAJA1	27.877748	1.572618	4.966485408834961e-171	2.9887826514037507e-169
HSPA8	27.867311	1.2538695	6.645861769475217e-171	3.989212434585507e-169
LMAN2	27.865208	1.9512846	7.047861270635871e-171	4.2197500177623935e-169
KIF20B	27.84183	4.193613	1.3527303868761973e-170	8.078615736852011e-169
SMC2	27.814678	3.3597496	2.882547870610152e-170	1.717122820138149e-168
COTL1	27.781586	4.071373	7.241056820107132e-170	4.291739722345613e-168
TUBA3E	27.780838	5.7700996	7.393154620261566e-170	4.370877593335544e-168
SUPT16H	27.779505	2.6085222	7.672357391794581e-170	4.524575674910439e-168
DMRTB1	27.773676	6.3318386	9.022652808000963e-170	5.307575514306567e-168
CBX1	27.773489	2.3422318	9.069651220710312e-170	5.3219175367409885e-168
RUVBL1	27.734245	3.0504024	2.699211190139907e-169	1.5759910497268489e-167
RNF114	27.733236	2.2510703	2.7758990566792224e-169	1.616755069397577e-167
PCSK1N	27.720669	4.537684	3.9348301439311654e-169	2.286087735474082e-167
SMARCA4	27.68881	2.7740755	9.522607920130678e-169	5.5188907477998735e-167
PCM1	27.683144	2.4268088	1.1142506418940522e-168	6.4418470770926416e-167
MED19	27.675371	2.5755138	1.3820656907264294e-168	7.970589633037472e-167
PRSS21	27.675022	5.202345	1.395486499792281e-168	8.028312308095933e-167
CHIC2	27.649763	2.9779148	2.8090839515798856e-168	1.6082176491648345e-166
TPGS2	27.647	2.3999696	3.0325530441531453e-168	1.728343339976318e-166
PSMB7	27.646986	1.6517543	3.0335988075232445e-168	1.728343339976318e-166
GARS	27.642603	2.9889908	3.425011515195639e-168	1.946630940882932e-166
C1QBP	27.60703	1.7917094	9.161656983560244e-168	5.182062231326263e-166
SOHLH1	27.597416	6.428044	1.1950489911174584e-167	6.743286033811461e-166
MT-CYB	27.564411	0.7766418	2.973361354939766e-167	1.673760590472074e-165
EXOSC9	27.545269	3.644063	5.042328707760762e-167	2.831646646625554e-165
RNF138	27.532166	2.9186819	7.236708725144809e-167	4.0446497934122883e-165
RAD51C	27.526361	3.1730657	8.492255062693559e-167	4.735136531402356e-165
GTF3A	27.46887	2.3321624	4.135163888921798e-166	2.294820903451177e-164
CDK11A	27.44086	3.4026506	8.931434396000609e-166	4.933254726241651e-164
SNW1	27.433163	2.1823907	1.103465628396976e-165	6.080689985054061e-164
HIST1H4C	27.400942	2.4627979	2.6725128474167587e-165	1.4658328041891918e-163
MCM7	27.38642	3.308872	3.980336228784234e-165	2.173023467825824e-163
PAPOLA	27.36704	2.01902	6.770827025271773e-165	3.6879064792741856e-163
SMARCC1	27.359144	3.1649742	8.40627959633518e-165	4.557598131377115e-163
MTCH2	27.333538	2.3498607	1.694836163704495e-164	9.167699984360177e-163
MIS18A	27.27495	3.524129	8.409878582488425e-164	4.528248124621342e-162
KLHL35	27.251747	5.361425	1.5845000915566946e-163	8.512166016970097e-162
SNAPC1	27.179398	3.2838995	1.1381180892850397e-162	6.0863451456538604e-161
SKP1	27.163132	0.76748204	1.7716994089220617e-162	9.453080973228143e-161
UBXN4	27.10082	1.711582	9.629744704561084e-162	5.114850855492603e-160
TPR	27.090445	2.1430213	1.2760457169973008e-161	6.762467504717677e-160
NELFCD	26.99326	2.54796	1.7732553806901363e-160	9.376336878121103e-159
PCNA	26.991194	2.5208995	1.875170663418622e-160	9.892996796017977e-159
ATG4B	26.973083	2.9806528	3.058715703148239e-160	1.6101024719256836e-158
PSMD12	26.931932	2.4956129	9.28712517202273e-160	4.877813734323546e-158
LIN7B	26.908655	4.414903	1.739427856581406e-159	9.115531729478948e-158
CTAG2	26.893248	7.90824	2.6341971406076947e-159	1.3712977592588287e-157
PTGES3	26.867716	1.3700124	5.237508746711896e-159	2.7204984726298215e-157
DNAJC21	26.823278	2.1071556	1.729598002375264e-158	8.964194051958141e-157
NOC4L	26.801767	3.774152	3.081480698092943e-158	1.5935657324423504e-156
CDC34	26.742285	2.5650666	1.5182347174526377e-157	7.834224320539599e-156
SSNA1	26.70421	2.0548198	4.205682806140347e-157	2.16069249843848e-155
MTF2	26.587969	2.6862977	9.351665506425765e-156	4.783580203613005e-154
TCEB2	26.557144	1.2894356	2.1238709792112107e-155	1.0840495475236397e-153
VCX2	26.55388	6.3263645	2.3164076166985002e-155	1.179763446340167e-153
CPEB1	26.430168	4.9216833	6.168800832568711e-154	3.108177378808175e-152
PSMG1	26.419918	2.489055	8.091024455874545e-154	4.067987295870258e-152
SRPK1	26.417015	3.0602891	8.736680338114635e-154	4.383242822086085e-152
XRN2	26.410065	2.2919	1.0499845602498884e-153	5.25662483035742e-152
SDAD1	26.406553	2.5217419	1.1521855042558283e-153	5.756035013830072e-152
NUP93	26.365688	3.115217	3.3921042647737735e-153	1.6910214692823493e-151
RBM46	26.324003	6.402703	1.0188330993392515e-152	5.068317722505832e-151
RPA2	26.311	2.320342	1.4352677917692029e-152	7.124863109774123e-151
FAM96B	26.280947	1.7582276	3.1669651832964533e-152	1.562236703626112e-150
ATP5E	26.262177	1.2010187	5.18923465145311e-152	2.5544496098052653e-150
DCAF13	26.232449	2.709649	1.1336599788193077e-151	5.568897557749125e-150
SMARCA5	26.197824	2.4320118	2.813553809987183e-151	1.3792275239374668e-149
FAM175A	26.181845	3.1370451	4.2783037639287404e-151	2.088557833303802e-149
DDX39A	26.165777	2.9175184	6.518826773052778e-151	3.175734864801902e-149
CHAF1A	26.148365	4.6708217	1.0286159264322082e-150	4.990377886381414e-149
DNAJA2	26.12632	2.3687685	1.8317130422468077e-150	8.868355531701108e-149
MND1	26.113256	5.4660444	2.577982078983301e-150	1.2455835383670855e-148
SAE1	26.09131	2.778395	4.5752807581962027e-150	2.201561477307907e-148
RBM8A	26.024504	1.6726309	2.615618836990387e-149	1.2560308415180368e-147
SURF2	25.949413	2.8801718	1.8462438933391082e-148	8.811788805328441e-147
ARPC3	25.92179	1.4486382	3.783608664519397e-148	1.8021925481000285e-146
PRPSAP1	25.88308	2.5039337	1.0327776547568147e-147	4.899447221054001e-146
SF3B2	25.840136	1.671088	3.1409022616101856e-147	1.4870307890480415e-145
SNRPD1	25.831604	1.8139448	3.9167358311265e-147	1.8506183555503322e-145
CASC5	25.811775	6.687292	6.540520435548314e-147	3.08413719135174e-145
GAGE12H	25.796133	6.875979	9.798972477969413e-147	4.611396448132406e-145
NDUFV2	25.784723	1.6065259	1.315695593724101e-146	6.1793048543569055e-145
CLPTM1L	25.777874	2.807878	1.5702511306783397e-146	7.360161176267197e-145
ODC1	25.766129	2.6032314	2.1262891958591095e-146	9.946637132915476e-145
NPW	25.747671	3.8679996	3.4229852634833747e-146	1.598072286701663e-144
FIP1L1	25.685783	2.3451483	1.6851901409350365e-145	7.836467196877749e-144
RAC3	25.677563	4.673657	2.0819496144389615e-145	9.662381543934667e-144
NEIL2	25.656689	3.2395296	3.560483692246649e-145	1.6459367638224685e-143
PSMD1	25.622898	2.5988784	8.478842618699067e-145	3.9119052317252756e-143
ADSL	25.56679	2.5515063	3.5725138539817707e-144	1.6450342658354416e-142
CUL3	25.54822	2.5402372	5.746543657172545e-144	2.6357928314477582e-142
CCNY	25.54371	2.0558894	6.449172328216043e-144	2.9523156592008462e-142
GSPT1	25.538418	2.2672114	7.384287374548417e-144	3.3738307169538694e-142
SSRP1	25.535902	2.3544445	7.875058965036054e-144	3.591087935025162e-142
ALKBH5	25.515913	2.3432798	1.3127931348867133e-143	5.974859277347073e-142
ARPC5L	25.496931	2.1532292	2.1319526857936884e-143	9.684333339136196e-142
C12orf75	25.460327	3.7860978	5.425473925528137e-143	2.455026951301482e-141
UXS1	25.451694	2.8097389	6.760914561256301e-143	3.0534418354387865e-141
WAPAL	25.359056	2.684046	7.140103784638087e-142	3.2123640927826806e-140
TOMM34	25.346601	3.655418	9.796065803551337e-142	4.398882220564179e-140
RALY	25.342405	1.9791334	1.0897391061138639e-141	4.884106888925565e-140
UBE2B	25.323498	1.7383802	1.7605670747963722e-141	7.875692636874266e-140
SETD3	25.314693	3.3540435	2.2010414389557752e-141	9.827420314730435e-140
U2SURP	25.263067	1.9329137	8.137681420969473e-141	3.619653002559768e-139
UTF1	25.261312	6.3143287	8.507414891097428e-141	3.776971177123066e-139
NARF	25.247824	2.5628076	1.1966575094081592e-140	5.302702673516759e-139
SNRNP40	25.245132	2.309891	1.2808928326425979e-140	5.665302321819611e-139
CACYBP	25.24116	1.7981936	1.4162423575045567e-140	6.2521918709347505e-139
RP11-345J4.5	25.237373	2.8845968	1.5584923373990621e-140	6.867289269475644e-139
H2AFV	25.2296	2.1125479	1.896737025060475e-140	8.34209760741551e-139
NUDT21	25.20016	2.4941719	3.989648297849034e-140	1.7514258292609656e-138
PPP1CA	25.1995	2.044945	4.0566750275708023e-140	1.7775337690640775e-138
ATXN10	25.153927	1.9926908	1.280098165184e-139	5.577909227181392e-138
NR6A1	25.151299	5.4180245	1.3677142567563455e-139	5.948672174025288e-138
PPID	25.145657	2.8908827	1.5765715947779817e-139	6.84441505998633e-138
PUF60	25.119514	1.7706026	3.0444492339637524e-139	1.319261334717626e-137
BUB3	25.1131	2.1725743	3.577541528741381e-139	1.5474182384427334e-137
ZC3H15	25.102276	1.9307245	4.696657515488032e-139	2.027749565861163e-137
RIOK1	25.10103	2.9402213	4.846050759443067e-139	2.0884171129980836e-137
CENPF	25.093782	5.683148	5.814617852982985e-139	2.5012423780747646e-137
CLSPN	25.05394	6.5168147	1.5815217221149038e-138	6.778361770740198e-137
CENPU	25.027884	4.403404	3.0400545711595285e-138	1.3005906192615218e-136
UBE2J2	25.012503	2.2138247	4.469784046753338e-138	1.9087843669710717e-136
LSM2	25.005503	1.8587263	5.3263793200738464e-138	2.270465677560464e-136
SDF2L1	24.961489	3.0103557	1.6023892012519569e-137	6.805815506400459e-136
PRIM1	24.946356	4.367004	2.3389843159319297e-137	9.898615279474515e-136
LSM1	24.936815	1.9774791	2.9684790770443036e-137	1.2540092043600084e-135
DDX43	24.927486	5.8576016	3.7471870051002674e-137	1.577304297495694e-135
SIVA1	24.925468	1.5148512	3.9407836924429325e-137	1.655832862199682e-135
ORC6	24.862074	5.7992826	1.9145236343137444e-136	8.015790234057368e-135
CIAPIN1	24.857004	3.0435674	2.1720847615237074e-136	9.061906815363978e-135
PPA1	24.854103	1.7185961	2.334817419323144e-136	9.723584756933376e-135
TUBA1B	24.849594	1.2095194	2.612120366556136e-136	1.0859221241177717e-134
SPATA33	24.840078	2.6924655	3.3100186430219035e-136	1.3736285479771673e-134
BAZ1B	24.839119	2.3843503	3.3899457625670287e-136	1.404320841429616e-134
TUFM	24.833765	1.4893864	3.873047853809326e-136	1.6016312126561238e-134
AKR1B1	24.786884	1.8882111	1.2416517364431832e-135	5.125625501492649e-134
ILKAP	24.785303	2.696373	1.2913803871598581e-135	5.321572768804109e-134
H3F3A	24.773857	0.6751186	1.715659724342794e-135	7.057600229682858e-134
SUGT1	24.768301	2.2048888	1.9691861597281717e-135	8.086378767609752e-134
KIF22	24.754152	3.2599535	2.7969435230523535e-135	1.1465519354951547e-133
CCT7	24.715181	1.623248	7.34509132070893e-135	3.0057391091527154e-133
CCDC112	24.714148	4.691069	7.53548073214365e-135	3.0782962088079878e-133
SOX4	24.684643	2.7873895	1.563603175805699e-134	6.37635749163052e-133
